grant_id,post_id,award_date,award_year,organization,title,amount_usd,focus_areas,funding_type,url
grants-3003-0,3003,2012-07-01,2012,United States Cochrane Center,General Support,100000.0,Other Areas,Grants,https://coefficientgiving.org/grants/us-cochrane-center-general-support/
grants-2991-0,2991,2012-08-01,2012,Population Services International,Containment of Artemisinin Resistance in Eastern Myanmar,1000000.0,GiveWell-Recommended Charities; Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/containment-of-artemisinin-resistance-in-eastern-myanmar/
grants-2863-0,2863,2012-12-28,2012,Schistosomiasis Control Initiative,General Support,250000.0,GiveWell-Recommended Charities; Global Health & Development; Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/schistosomiasis-control-initiative-general-support-2012/
grants-2865-0,2865,2012-12-28,2012,GiveDirectly,General Support,500000.0,GiveWell-Recommended Charities; Global Health & Development; Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/givedirectly-general-support-december-2012/
grants-2873-0,2873,2012-12-28,2012,Against Malaria Foundation,General Support,1250000.0,GiveWell-Recommended Charities; Global Health & Development; Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/against-malaria-foundation-general-support-december-2012/
grants-2995-0,2995,2013-07-01,2013,Center for Global Development,General Support,300000.0,Global Health & Development; Global Health & Wellbeing Opportunities; Other Global Health & Development,Grants,https://coefficientgiving.org/grants/center-for-global-development-general-support/
grants-2855-0,2855,2013-12-18,2013,Schistosomiasis Control Initiative,General Support,750000.0,GiveWell-Recommended Charities; Global Health & Development; Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/schistosomiasis-control-initiative-general-support-2013/
grants-2857-0,2857,2013-12-18,2013,Evidence Action,Deworm the World Initiative,1500000.0,GiveWell-Recommended Charities; Global Health & Development; Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/deworm-the-world-initiative-general-support-december-2013/
grants-2853-0,2853,2014-01-13,2014,GiveDirectly,General Support,7000000.0,GiveWell-Recommended Charities; Global Health & Development; Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/givedirectly-general-support-january-2014/
grants-2738-0,2738,2014-01-17,2014,New Incentives,General Support,100000.0,GiveWell-Recommended Charities; Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/new-incentives-general-support-2014/
grants-2989-0,2989,2014-03-01,2014,Center for Global Development,Labor Mobility Research,1184720.0,,Grants,https://coefficientgiving.org/grants/center-for-global-development-labor-mobility-research/
grants-2999-0,2999,2014-03-01,2014,International Development Association,Service Delivery Indicators Project,500000.0,GiveWell-Recommended Charities; Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/service-delivery-indicators-project/
grants-2736-0,2736,2014-03-21,2014,Evidence Action,Planning for Future Programs,250000.0,GiveWell-Recommended Charities; Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/evidence-action-planning-for-future-programs/
grants-2680-0,2680,2014-05-01,2014,GiveWell,"Top Charity ""Participation"" Grants",500000.0,GiveWell-Recommended Charities; Global Health & Development; Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/givewell-top-charity-participation-grants-2014/
grants-2993-0,2993,2014-06-01,2014,Cochrane Collaboration,General Support,300000.0,Science and Global Health R&D,Grants,https://coefficientgiving.org/grants/cochrane-collaboration-general-support/
grants-3005-0,3005,2014-07-01,2014,U.S. Association for International Migration,Seasonal Migration from Haiti,1310483.0,,Grants,https://coefficientgiving.org/grants/usaim-seasonal-migration-from-haiti/
grants-3012-0,3012,2014-07-01,2014,ImmigrationWorks Foundation,General Support,285000.0,,Grants,https://coefficientgiving.org/grants/immigrationworks-foundation-general-support/
grants-3014-0,3014,2014-07-01,2014,Alliance for Open Society International,Albanian Renaissance,500000.0,Global Health & Development; Global Health & Wellbeing Opportunities; Other Areas; Other Global Health & Development,Grants,https://coefficientgiving.org/grants/alliance-for-open-society-international-albanian-renaissance/
grants-2693-0,2693,2014-09-01,2014,IDinsight,Scaling Up a High-Potential Development Intervention,34382.0,GiveWell-Recommended Charities; Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/idinsight-scaling-up-a-high-potential-development-intervention/
grants-3017-0,3017,2014-09-01,2014,WaitList Zero,Planning Grant,50000.0,Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/waitlist-zero-planning-grant/
grants-2851-0,2851,2014-12-09,2014,Schistosomiasis Control Initiative,General Support,3000000.0,GiveWell-Recommended Charities; Global Health & Development; Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/schistosomiasis-control-initiative-general-support-2014/
grants-2837-0,2837,2014-12-10,2014,GiveDirectly,General Support,5000000.0,GiveWell-Recommended Charities; Global Health & Development; Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/givedirectly-general-support-december-2014/
grants-2839-0,2839,2014-12-10,2014,Living Goods,General Support,250000.0,GiveWell-Recommended Charities; Global Health & Development; Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/living-goods-general-support-december-2014/
grants-2841-0,2841,2014-12-10,2014,Against Malaria Foundation,General Support,5000000.0,GiveWell-Recommended Charities; Global Health & Development; Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/against-malaria-foundation-general-support-december-2014/
grants-2843-0,2843,2014-12-10,2014,Development Media International,General Support,250000.0,GiveWell-Recommended Charities; Global Health & Development; Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/development-media-international-general-support-december-2014/
grants-2845-0,2845,2014-12-10,2014,Iodine Global Network,General Support,250000.0,GiveWell-Recommended Charities; Global Health & Development; Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/iodine-global-network-general-support-december-2014/
grants-2847-0,2847,2014-12-10,2014,Global Alliance for Improved Nutrition,General Support,250000.0,GiveWell-Recommended Charities; Global Health & Development; Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/global-alliance-for-improved-nutrition-general-support-december-2014/
grants-2849-0,2849,2014-12-10,2014,Evidence Action,Deworm the World Initiative,250000.0,GiveWell-Recommended Charities; Global Health & Development; Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/deworm-the-world-initiative-general-support-december-2014/
grants-2678-0,2678,2015-01-01,2015,GiveWell,"Top Charity ""Participation"" Grants",500000.0,GiveWell-Recommended Charities; Global Health & Development; Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/givewell-top-charity-participation-grants-2015/
grants-2763-0,2763,2015-02-01,2015,"Associated Students of the University of California, Berkeley","Effective Altruists of Berkeley ""DeCal"" University Course",10000.0,Global Catastrophic Risks Opportunities,Grants,https://coefficientgiving.org/grants/asuc-effective-altruists-of-berkeley-decal-university-course/
grants-2691-0,2691,2015-03-01,2015,New Incentives,General Support,100000.0,GiveWell-Recommended Charities; Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/new-incentives-general-support-2015/
grants-3021-0,3021,2015-03-01,2015,Carnegie Endowment for International Peace,Work on India and China,100000.0,Global Health & Development; Global Health & Wellbeing Opportunities; Other Areas; Other Global Health & Development,Grants,https://coefficientgiving.org/grants/carnegie-endowment-for-international-peace-work-on-india-and-china/
grants-2532-0,2532,2015-03-11,2015,Evidence Action,Seasonal Income Support Project,170792.0,GiveWell-Recommended Charities; Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/evidence-action-seasonal-income-support-project/
grants-2973-0,2973,2015-04-17,2015,Blue Ribbon Study Panel on Biodefense,General Support,300000.0,Biosecurity & Pandemic Preparedness,Grants,https://coefficientgiving.org/grants/blue-ribbon-study-panel-on-biodefense/
grants-2835-0,2835,2015-06-01,2015,GiveDirectly,General Support,25000000.0,GiveWell-Recommended Charities; Global Health & Development; Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/givedirectly-general-support-june-2015/
grants-2986-0,2986,2015-06-01,2015,Brookings Institution,Work on China and India,100000.0,Global Health & Development; Other Areas; Other Global Health & Development,Grants,https://coefficientgiving.org/grants/brookings-institution-work-on-china-and-india/
grants-2982-0,2982,2015-07-01,2015,Smart Growth America,Greater Greater Washington Education Project (Predates Fund),275000.0,Abundance & Growth; Housing Policy Reform,Grants,https://coefficientgiving.org/grants/smart-growth-america-greater-greater-washington-education-project/
grants-2943-0,2943,2015-07-10,2015,Solar Radiation Management Governance Initiative,General Support,500000.0,Global Catastrophic Risks Opportunities,Grants,https://coefficientgiving.org/grants/solar-radiation-management-governance-initiative-general-support/
grants-2977-0,2977,2015-08-01,2015,Future of Life Institute,Artificial Intelligence Risk Reduction,1186000.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/future-of-life-institute-artificial-intelligence-risk-reduction/
grants-2979-0,2979,2015-08-01,2015,New York University,Support for a Labor Mobility RCT,30000.0,,Grants,https://coefficientgiving.org/grants/new-york-university-support-for-a-labor-mobility-rct/
grants-2981-0,2981,2015-08-01,2015,WaitList Zero,General Support,200000.0,Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/waitlist-zero-general-support/
grants-2975-0,2975,2015-09-01,2015,Urban Institute,Land Use Convening (Predates Fund),97865.0,Abundance & Growth; Housing Policy Reform,Grants,https://coefficientgiving.org/grants/urban-institute-land-use-convening/
grants-2740-0,2740,2015-09-18,2015,Abdul Latif Jameel Poverty Action Lab,Support for Immunization Incentives RCTs,200000.0,GiveWell-Recommended Charities; Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/j-pal-support-for-immunization-incentives-rcts/
grants-2972-0,2972,2015-10-16,2015,Niskanen Center,Research on Immigration Policy,360000.0,,Grants,https://coefficientgiving.org/grants/niskanen-center-research-on-immigration-policy/
grants-2833-0,2833,2015-10-22,2015,Global Alliance for Improved Nutrition,General Support,250000.0,GiveWell-Recommended Charities; Global Health & Development; Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/global-alliance-for-improved-nutrition-general-support-october-2015/
grants-2962-0,2962,2015-10-23,2015,Sightline Institute,Housing and Urban Development (Predates Fund),400000.0,Abundance & Growth; Housing Policy Reform,Grants,https://coefficientgiving.org/grants/sightline-institute-housing-and-urban-development/
grants-2931-0,2931,2015-10-28,2015,MoveOn.org Civic Action,Syrian Refugee Advocacy,375000.0,,Grants,https://coefficientgiving.org/grants/moveon-civic-action-syrian-refugee-advocacy/
grants-2831-0,2831,2015-12-08,2015,Living Goods,General Support,250000.0,GiveWell-Recommended Charities; Global Health & Development; Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/living-goods-general-support-december-2015/
grants-2827-0,2827,2015-12-10,2015,Iodine Global Network,General Support,250000.0,GiveWell-Recommended Charities; Global Health & Development; Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/iodine-global-network-general-support-december-2015/
grants-2829-0,2829,2015-12-10,2015,Development Media International,General Support,250000.0,GiveWell-Recommended Charities; Global Health & Development; Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/development-media-international-general-support-december-2015/
grants-2969-0,2969,2015-12-16,2015,ImmigrationWorks Foundation,General Support,150000.0,,Grants,https://coefficientgiving.org/grants/immigrationworks-foundation-general-support-2016/
grants-2819-0,2819,2016-01-06,2016,Against Malaria Foundation,General Support,22845518.0,GiveWell-Recommended Charities; Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/against-malaria-foundation-general-support-january-2016/
grants-2821-0,2821,2016-01-06,2016,Evidence Action,Deworm the World Initiative,10790000.0,GiveWell-Recommended Charities; Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/deworm-the-world-initiative-general-support-january-2016/
grants-2823-0,2823,2016-01-06,2016,Schistosomiasis Control Initiative,General Support,1000000.0,GiveWell-Recommended Charities; Global Health & Development; Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/schistosomiasis-control-initiative-general-support-2016/
grants-2825-0,2825,2016-01-06,2016,GiveDirectly,General Support,9750000.0,GiveWell-Recommended Charities; Global Health & Development; Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/givedirectly-general-support-january-2016/
grants-2960-0,2960,2016-01-15,2016,Rescuing Biomedical Research,General Support,299112.0,Science and Global Health R&D,Grants,https://coefficientgiving.org/grants/princeton-university-rescuing-biomedical-research-2016/
grants-5812-0,5812,2016-02-01,2016,Center for Global Development,General Support,3000000.0,Global Health & Development; Global Health & Wellbeing Opportunities; Other Global Health & Development,Grants,https://coefficientgiving.org/grants/center-for-global-development-general-support-2016/
grants-2936-0,2936,2016-02-17,2016,Humane Society of the United States,Corporate Cage-Free Campaigns,500000.0,Cage-Free Reforms; Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/humane-society-of-the-united-states-corporate-cage-free-campaigns/
grants-2951-0,2951,2016-02-17,2016,The Humane League,Corporate Cage-Free Campaigns,1000000.0,Cage-Free Reforms; Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/the-humane-league-corporate-cage-free-campaigns/
grants-2940-0,2940,2016-02-19,2016,Mercy For Animals,Corporate Cage-Free Campaigns,1000000.0,Cage-Free Reforms; Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/mercy-for-animals-corporate-cage-free-campaigns-2016/
grants-2954-0,2954,2016-02-24,2016,Protect the People,Seasonal Migration from Haiti,550000.0,,Grants,https://coefficientgiving.org/grants/protect-the-people-seasonal-migration-from-haiti/
grants-2922-0,2922,2016-02-25,2016,Seattle for Everyone,General Support (Predates Fund),50000.0,Abundance & Growth; Housing Policy Reform,Grants,https://coefficientgiving.org/grants/seattle-for-everyone-general-support/
grants-20871-0,20871,2016-03-01,2016,Massachusetts Institute of Technology,Synthetic Neurobiology Group,2970000.0,Science and Global Health R&D; Transformative Science,Grants,https://coefficientgiving.org/grants/massachusetts-institute-of-technology-synthetic-neurobiology-group/
grants-2687-0,2687,2016-03-01,2016,Evidence Action,No Lean Season,812351.0,GiveWell-Recommended Charities; Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/evidence-action-no-lean-season-march-2016/
grants-2689-0,2689,2016-03-01,2016,New Incentives,General Support,300000.0,GiveWell-Recommended Charities; Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/new-incentives-general-support-2016/
grants-2966-0,2966,2016-03-11,2016,Future of Life Institute,General Support,100000.0,Global Catastrophic Risks Opportunities,Grants,https://coefficientgiving.org/grants/future-of-life-institute-general-support/
grants-2915-0,2915,2016-03-30,2016,University of Pennsylvania,Forecasting Projects (Philip Tetlock),500000.0,Forecasting,Grants,https://coefficientgiving.org/grants/university-of-pennsylvania-philip-tetlock-on-forecasting/
grants-5659-0,5659,2016-04-01,2016,Compassion in World Farming USA,General Support,550000.0,Broiler Chicken Welfare; Cage-Free Reforms; Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/compassion-in-world-farming-usa-general-support-2016/
grants-2228-0,2228,2016-04-15,2016,University of Southern California,Genomic Research Methods,1738500.0,Science and Global Health R&D; Transformative Science,Grants,https://coefficientgiving.org/grants/university-of-southern-california-genomic-research-methods/
grants-2910-0,2910,2016-04-15,2016,Global Animal Partnership,General Support,500000.0,Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/global-animal-partnership-general-support-2016/
grants-2958-0,2958,2016-04-25,2016,Future of Research,General Support,300000.0,Science and Global Health R&D,Grants,https://coefficientgiving.org/grants/future-of-research-general-support/
grants-2894-0,2894,2016-04-29,2016,Better Boulder,YIMBY 2016 (Predates Fund),37000.0,Abundance & Growth; Housing Policy Reform,Grants,https://coefficientgiving.org/grants/better-boulder-yimby-2016/
grants-2685-0,2685,2016-05-01,2016,Results for Development,Childhood Pneumonia Treatment Scale-Up,6400000.0,GiveWell-Recommended Charities; Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/results-for-development-childhood-pneumonia-treatment-scale-up/
grants-2686-0,2686,2016-05-01,2016,Innovations for Poverty Action,Mindset Engagement in Cash Transfers,350000.0,GiveWell-Recommended Charities; Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/innovations-for-poverty-action-mindset-engagement-in-cash-transfers/
grants-2748-0,2748,2016-05-01,2016,Free Migration Project,Planning Grant,24000.0,,Grants,https://coefficientgiving.org/grants/free-migration-project-planning-grant/
grants-2901-0,2901,2016-05-05,2016,International Genetically Engineered Machine Foundation,Synthetic Biology Safety and Security,520000.0,Biosecurity & Pandemic Preparedness,Grants,https://coefficientgiving.org/grants/igem-synthetic-biology-safety-and-security-2016/
grants-2908-0,2908,2016-05-06,2016,International Refugee Assistance Project,General Support,700000.0,,Grants,https://coefficientgiving.org/grants/international-refugee-assistance-project-general-support-2016/
grants-2916-0,2916,2016-05-06,2016,Forum for Climate Engineering Assessment,Academic Working Group,76234.0,Global Catastrophic Risks Opportunities,Grants,https://coefficientgiving.org/grants/american-university-forum-for-climate-engineering-assessment/
grants-2882-0,2882,2016-05-17,2016,Center for Applied Rationality,SPARC,304000.0,Global Catastrophic Risks Opportunities,Grants,https://coefficientgiving.org/grants/center-for-applied-rationality-sparc/
grants-2684-0,2684,2016-06-01,2016,IDinsight,General Support,1985000.0,GiveWell-Recommended Charities; Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/idinsight-general-support/
grants-37787-0,37787,2016-06-15,2016,California Housing Defense Fund,General Support (Predates Fund),300000.0,Abundance & Growth; Housing Policy Reform,Grants,https://coefficientgiving.org/grants/general-support-predates-fund/
grants-2886-0,2886,2016-06-21,2016,George Mason University,Research into Future Artificial Intelligence Scenarios (Robin Hanson),277435.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/george-mason-university-research-into-future-artificial-intelligence-scenarios/
grants-2912-0,2912,2016-06-22,2016,California Housing and Defense Fund,California Renters Legal Advocacy and Education Fund,300000.0,Global Health & Wellbeing Opportunities; Other Areas,Grants,https://coefficientgiving.org/grants/california-renters-legal-advocacy-and-education-fund-general-support/
grants-2878-0,2878,2016-07-22,2016,Center for Applied Rationality,General Support,1035000.0,Global Catastrophic Risks Opportunities,Grants,https://coefficientgiving.org/grants/center-for-applied-rationality-general-support/
grants-2888-0,2888,2016-07-22,2016,Foundation for the National Institutes of Health,Working Group on Malaria Gene Drive Testing Path,1228845.0,Infectious Diseases; Science and Global Health R&D; Transformative Science,Grants,https://coefficientgiving.org/grants/foundation-for-the-national-institutes-of-health-working-group-on-malaria-gene-drive-testing-path/
grants-2785-0,2785,2016-07-26,2016,The Humane League,International Cage-Free Advocacy,1000000.0,Cage-Free Reforms; Farm Animal Welfare; Farm Animal Welfare in Asia; Farm Animal Welfare in Europe,Grants,https://coefficientgiving.org/grants/the-humane-league-international-cage-free-advocacy/
grants-2223-0,2223,2016-08-01,2016,Research Institute of Industrial Economics,Genomic Research Methods,500000.0,Science and Global Health R&D; Transformative Science,Grants,https://coefficientgiving.org/grants/research-institute-of-industrial-economics-genomic-research-methods/
grants-2772-0,2772,2016-08-03,2016,Blue Ribbon Study Panel on Biodefense,General Support,1300000.0,Biosecurity & Pandemic Preparedness,Grants,https://coefficientgiving.org/grants/blue-ribbon-study-panel-on-biodefense-general-support-2016/
grants-2779-0,2779,2016-08-05,2016,Animal Equality,International Cage-Free Advocacy,500000.0,Cage-Free Reforms; Farm Animal Welfare; Farm Animal Welfare in Asia; Farm Animal Welfare in Europe,Grants,https://coefficientgiving.org/grants/animal-equality-international-cage-free-advocacy/
grants-2781-0,2781,2016-08-10,2016,Mercy For Animals,International Cage-Free Advocacy,1000000.0,Cage-Free Reforms; Farm Animal Welfare; Farm Animal Welfare in Asia,Grants,https://coefficientgiving.org/grants/mercy-for-animals-international-cage-free-advocacy/
grants-2783-0,2783,2016-08-10,2016,Humane Society International,International Cage-Free Outreach,1000000.0,Cage-Free Reforms; Farm Animal Welfare; Farm Animal Welfare in Asia,Grants,https://coefficientgiving.org/grants/humane-society-international-international-cage-free-outreach/
grants-2880-0,2880,2016-08-16,2016,"University of California, Berkeley",Center for Human-Compatible AI,5555550.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/uc-berkeley-center-for-human-compatible-ai-2016/
grants-2807-0,2807,2016-08-26,2016,Machine Intelligence Research Institute,General Support,500000.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/machine-intelligence-research-institute-general-support-2016/
grants-2774-0,2774,2016-08-31,2016,People for Animals,International Cage-Free Advocacy,89392.0,Cage-Free Reforms; Farm Animal Welfare; Farm Animal Welfare in Asia,Grants,https://coefficientgiving.org/grants/people-for-animals-international-cage-free-advocacy/
grants-2676-0,2676,2016-09-01,2016,GiveWell,"Top Charity ""Participation"" Grants",500000.0,GiveWell-Recommended Charities; Global Health & Development; Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/givewell-top-charity-participation-grants-2016/
grants-2769-0,2769,2016-09-09,2016,Project Peanut Butter,Ready-to-Use Therapeutic Food RCTpratc,724929.0,Policy and Practice; Science and Global Health R&D,Grants,https://coefficientgiving.org/grants/project-peanut-butter-ready-to-use-therapeutic-food-rct/
grants-2673-0,2673,2016-09-16,2016,CDC Foundation,Malaria Control Research,1214437.0,Science and Global Health R&D,Grants,https://coefficientgiving.org/grants/cdc-foundation-malaria-control-research-2016/
grants-2758-0,2758,2016-09-21,2016,The Good Food Institute,General Support,1000000.0,Alternatives to Animal Products; Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/the-good-food-institute-general-support/
grants-2875-0,2875,2016-09-21,2016,University of Cape Town,Geomagnetics Research,493425.0,Global Catastrophic Risks Opportunities,Grants,https://coefficientgiving.org/grants/university-of-cape-town-geomagnetics-research/
grants-2651-0,2651,2016-09-22,2016,Future of Humanity Institute,Biosecurity and Pandemic Preparedness Work,115652.0,Biosecurity & Pandemic Preparedness,Grants,https://coefficientgiving.org/grants/future-of-humanity-institute-biosecurity-and-pandemic-preparedness/
grants-2760-0,2760,2016-09-30,2016,Founders Pledge,General Support,1032947.0,Global Catastrophic Risks Opportunities,Grants,https://coefficientgiving.org/grants/founders-pledge-general-support/
grants-2538-0,2538,2016-10-06,2016,Protect the People,Access to Seasonal Work (Exit Grant),50000.0,,Grants,https://coefficientgiving.org/grants/protect-the-people-exit-grant/
grants-2787-0,2787,2016-10-14,2016,Johns Hopkins Center for Health Security,Emerging Leaders in Biosecurity Initiative,2744000.0,Biosecurity & Pandemic Preparedness,Grants,https://coefficientgiving.org/grants/johns-hopkins-center-for-health-security-emerging-leaders-in-biosecurity-initiative/
grants-2752-0,2752,2016-10-19,2016,Center for International Security and Cooperation,Megan Palmer's Biosecurity Research,643415.0,Biosecurity & Pandemic Preparedness,Grants,https://coefficientgiving.org/grants/center-for-international-security-and-cooperation-megan-palmers-biosecurity-research-2016/
grants-2775-0,2775,2016-10-26,2016,Fórum Nacional de Proteção e Defesa Animal,International Cage-Free Advocacy,100000.0,Cage-Free Reforms; Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/forum-nacional-de-protecao-e-defesa-animal-international-cage-free-advocacy/
grants-2682-0,2682,2016-11-01,2016,Charity Science Health,General Support,200000.0,GiveWell-Recommended Charities; Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/charity-science-health-general-support/
grants-2683-0,2683,2016-11-01,2016,IDinsight,Embedded GiveWell Team,314752.0,GiveWell-Recommended Charities; Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/idinsight-embedded-givewell-team/
grants-2731-0,2731,2016-11-04,2016,The Humane League,General Support,1000000.0,Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/the-humane-league-general-support-2016/
grants-2725-0,2725,2016-11-09,2016,Mercy For Animals,Broiler Chicken Welfare Corporate Campaigns,1000000.0,Broiler Chicken Welfare; Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/mercy-for-animals-broiler-chicken-welfare-corporate-campaigns-2016/
grants-2727-0,2727,2016-11-09,2016,Humane Society of the United States,Broiler Welfare Corporate Campaigns,1000000.0,Broiler Chicken Welfare; Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/humane-society-of-the-united-states-broiler-welfare-corporate-campaigns/
grants-2729-0,2729,2016-11-09,2016,Electronic Frontier Foundation,Artificial Intelligence Scenarios and Social Impacts,199000.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/electronic-frontier-foundation-artificial-intelligence-scenarios-and-social-impacts/
grants-2536-0,2536,2016-11-17,2016,New Incentives,Cash Transfers Program (Exit Grant) and Immunizations Pilot,368587.0,GiveWell-Recommended Charities; Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/new-incentives-exit-grant-and-immunizations-pilot/
grants-2633-0,2633,2016-11-30,2016,Impossible Foods,R&D Investment,,Other Scientific Research Areas; Science and Global Health R&D,Investments,https://coefficientgiving.org/grants/impossible-foods-rd-investment/
grants-2720-0,2720,2016-12-02,2016,Compassion Over Killing,U.S. Broiler Welfare Campaigns,500000.0,Broiler Chicken Welfare; Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/compassion-over-killing-u-s-broiler-welfare-campaigns/
grants-2716-0,2716,2016-12-06,2016,Eurogroup for Animals,Fish Welfare,535699.0,Farm Animal Welfare; Farm Animal Welfare in Europe; Fish Welfare,Grants,https://coefficientgiving.org/grants/eurogroup-for-animals-fish-welfare-2016/
grants-2714-0,2714,2016-12-09,2016,AI Impacts,General Support,32000.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/ai-impacts-general-support-2016/
grants-2667-0,2667,2016-12-15,2016,"University of California, Berkeley",Plant Pathology Workshop (Brian Staskawicz),63000.0,Science and Global Health R&D,Grants,https://coefficientgiving.org/grants/uc-berkeley-plant-pathology-workshop-brian-staskawicz/
grants-2789-0,2789,2016-12-28,2016,Harvard University,Solar Geoengineering Research Program,2500000.0,Global Catastrophic Risks Opportunities,Grants,https://coefficientgiving.org/grants/harvard-university-solar-geoengineering-research-program/
grants-2534-0,2534,2016-12-29,2016,Evidence Action,No Lean Season,1687500.0,GiveWell-Recommended Charities; Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/evidence-action-no-lean-season-december-2016/
grants-2602-0,2602,2016-12-29,2016,Iodine Global Network,General Support,250000.0,GiveWell-Recommended Charities; Global Health & Development; Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/iodine-global-network-general-support-december-2016/
grants-2604-0,2604,2016-12-29,2016,Food Fortification Initiative,General Support,250000.0,GiveWell-Recommended Charities; Global Health & Development; Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/food-fortification-initiative-general-support-december-2016/
grants-2605-0,2605,2016-12-29,2016,Development Media International,General Support,250000.0,GiveWell-Recommended Charities; Global Health & Development; Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/development-media-international-general-support-december-2016/
grants-2708-0,2708,2016-12-29,2016,The Pollination Project,Global Animal Advocacy Movement,233000.0,Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/the-pollination-project-global-animal-advocacy-movement-2016/
grants-2600-0,2600,2016-12-30,2016,The END Fund,Deworming Program,5000000.0,GiveWell-Recommended Charities; Global Health & Development; Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/the-end-fund-deworming-december-2016/
grants-2596-0,2596,2017-01-04,2017,Project Healthy Children,General Support,250000.0,GiveWell-Recommended Charities; Global Health & Development; Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/project-healthy-children-general-support-january-2017/
grants-2598-0,2598,2017-01-04,2017,Living Goods,General Support,250000.0,GiveWell-Recommended Charities; Global Health & Development; Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/living-goods-general-support-january-2017/
