grant_id,post_id,award_date,award_year,organization,title,amount_usd,focus_areas,funding_type,url
grants-23190-0,23190,2024-10-15,2024,University of Southern California,Clinical Trial for Preterm Birth Supplements,1070495.0,Human Health and Wellbeing; Maternal and Newborn Health; Science and Global Health R&D,Grants,https://coefficientgiving.org/grants/university-of-southern-california-clinical-trial-for-preterm-birth-supplements/
grants-23977-0,23977,2024-10-15,2024,Yale University,Inflammation Control Research,282000.0,Noninfectious Diseases; Science and Global Health R&D; Transformative Science,Grants,https://coefficientgiving.org/grants/yale-university-inflammation-control-research/
grants-23150-0,23150,2024-10-16,2024,Langsikt,AI Safety Advocacy,660000.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/langsikt-ai-safety-advocacy/
grants-24039-0,24039,2024-10-16,2024,Cambridge Boston Alignment Initiative,Student AI Safety Groups,1170000.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/cambridge-boston-alignment-initiative-student-ai-safety-groups/
grants-24869-0,24869,2024-10-16,2024,Rutgers University,AI Takeoff Speeds Paper (Cameron Domenico Kirk-Giannini),26675.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/rutgers-university-ai-takeoff-speeds-paper/
grants-23259-0,23259,2024-10-17,2024,VasoRX,Operating Costs (Investment),280000.0,Science and Global Health R&D; Transformative Science,Investments,https://coefficientgiving.org/grants/vasorx-operating-costs/
grants-23244-0,23244,2024-10-18,2024,Langsikt,Norwegian Aid Policy Work ,484000.0,Global Aid Policy,Grants,https://coefficientgiving.org/grants/langsikt-norwegian-aid-policy-work/
grants-23367-0,23367,2024-10-18,2024,Ayuda Efectiva,General Support,378000.0,Effective Giving & Careers,Grants,https://coefficientgiving.org/grants/ayuda-efectiva-general-support-2024/
grants-23975-0,23975,2024-10-18,2024,The Kids Research Institute Australia,Malaria Vaccine Modelling,410309.0,Infectious Diseases; Science and Global Health R&D,Grants,https://coefficientgiving.org/grants/the-kids-research-institute-australia-malaria-vaccine-modelling/
grants-25267-0,25267,2024-10-18,2024,World Health Organization,Next-Generation Malaria Vaccines,359053.0,Infectious Diseases; Science and Global Health R&D,Grants,https://coefficientgiving.org/grants/world-health-organization-next-generation-malaria-vaccines/
grants-23358-0,23358,2024-10-20,2024,The Vista Institute for AI Policy,AI Law Field Building,846265.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/the-vista-institute-for-ai-policy-ai-law-field-building/
grants-23110-0,23110,2024-10-21,2024,Observatorio de Riesgos Catastróficos Globales,AI Risk Explorer,212510.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/observatorio-de-riesgos-catastroficos-globales-ai-risk-explorer/
grants-24037-0,24037,2024-10-21,2024,Kairos Project,AI Safety University Group Support,886285.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/kairos-project-ai-safety-university-group-support/
grants-23971-0,23971,2024-10-22,2024,Mission Realization,Support for Farm Animal Welfare Organizations (Contract),820000.0,Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/mission-realization-support-for-farm-animal-welfare-organizations-october-2024/
grants-25683-0,25683,2024-10-23,2024,University of Manitoba,Colostrum Research,2306098.0,Maternal and Newborn Health; Science and Global Health R&D,Grants,https://coefficientgiving.org/grants/the-university-of-manitoba-colostrum-research/
grants-23968-0,23968,2024-10-25,2024,Sightsavers,Trachoma Treatment Research,1021953.0,Infectious Diseases; Science and Global Health R&D,Grants,https://coefficientgiving.org/grants/sightsavers-trachoma-treatment-research/
grants-24043-0,24043,2024-10-27,2024,"80,000 Hours",General Support,6600000.0,Global Catastrophic Risks Opportunities,Grants,https://coefficientgiving.org/grants/80000-hours-general-support-october-2024/
grants-23222-0,23222,2024-10-28,2024,Friedrich Schiller University Jena,Analytical Chemistry Benchmark (Kevin Jablonka),828979.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/friedrich-schiller-university-jena-analytical-chemistry-benchmark/
grants-23979-0,23979,2024-10-29,2024,Longview Philanthropy,General Support,15961273.0,Global Catastrophic Risks Opportunities,Grants,https://coefficientgiving.org/grants/longview-philanthropy-general-support-october-2024/
grants-22930-0,22930,2024-10-30,2024,Massachusetts General Hospital,Novel Sepsis Diagnosis Method,958130.0,Infectious Diseases; Science and Global Health R&D,Grants,https://coefficientgiving.org/grants/massachusetts-general-hospital-novel-sepsis-diagnosis-method/
grants-24917-0,24917,2024-10-31,2024,Virtue AI,NeurIPS Prizes,30000.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/virtue-ai-neurips-prizes/
grants-24914-0,24914,2024-11-04,2024,AI Safety Hungary,AI Safety Capacity Building,22450.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/ai-safety-hungary-ai-safety-capacity-building/
grants-24980-0,24980,2024-11-04,2024,Fred Hutchinson Cancer Center,Fluro-BCG planning,102000.0,Infectious Diseases; Science and Global Health R&D,Grants,https://coefficientgiving.org/grants/fred-hutchinson-cancer-center-fluro-bcg-planning/
grants-36976-0,36976,2024-11-05,2024,RAND Corporation,AI Security Research,6000000.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/rand-corporation-ai-security-research/
grants-23257-0,23257,2024-11-06,2024,Pivotal Research,Research Fellowships,932733.0,Global Catastrophic Risks Opportunities,Grants,https://coefficientgiving.org/grants/pivotal-research-research-fellowships/
grants-24041-0,24041,2024-11-07,2024,Fred Hutchinson Cancer Center,CAR T-cell Cancer Treatment,195000.0,Noninfectious Diseases; Science and Global Health R&D; Transformative Science,Grants,https://coefficientgiving.org/grants/fred-hutchinson-cancer-center-car-t-cell-cancer-treatment/
grants-25010-0,25010,2024-11-07,2024,Cures Within Reach,Generic Drug Trials,1492040.0,Science and Global Health R&D,Grants,https://coefficientgiving.org/grants/cures-within-reach-generic-drug-trials-2024/
grants-25145-0,25145,2024-11-07,2024,University of Zurich,Swiss Aid Effectiveness,136097.0,Global Aid Policy,Grants,https://coefficientgiving.org/grants/university-of-zurich-swiss-aid-effectiveness/
grants-25157-0,25157,2024-11-07,2024,University of Basel,Graduate Courses on Cause Prioritization,22000.0,Effective Giving & Careers,Grants,https://coefficientgiving.org/grants/university-of-basel-graduate-courses-on-cause-prioritization/
grants-23177-0,23177,2024-11-08,2024,Vital Strategies,RESET Alcohol Initiative,8206570.0,Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/vital-strategies-reset-alcohol-initiative-2024/
grants-23389-0,23389,2024-11-08,2024,SJS Inc.,Market Shaping for Alternative Proteins,300000.0,Alternatives to Animal Products; Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/sjs-inc-market-shaping-for-alternative-proteins-2024/
grants-25177-0,25177,2024-11-08,2024,Arb Research,Shallow Review of AI Safety Research,5000.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/arb-research-shallow-review-of-ai-safety-research/
grants-23279-0,23279,2024-11-13,2024,Tony Blair Institute for Global Change,AI Governance Initiatives,636000.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/tony-blair-institute-for-global-change-ai-governance-initiatives/
grants-24937-0,24937,2024-11-13,2024,SecureBio,General Support,4000000.0,Biosecurity & Pandemic Preparedness,Grants,https://coefficientgiving.org/grants/securebio-general-support/
grants-25188-0,25188,2024-11-13,2024,Aquatic Life Institute,Fish Welfare Benchmarking,114420.0,Farm Animal Welfare; Fish Welfare,Grants,https://coefficientgiving.org/grants/aquatic-life-institute-fish-welfare-benchmarking/
grants-35864-0,35864,2024-11-13,2024,Giving What We Can,Effective Giving Summit,83390.0,Effective Giving & Careers,Grants,https://coefficientgiving.org/grants/effective-giving-summit/
grants-24048-0,24048,2024-11-14,2024,Effective Altruism Nigeria,Community-building Projects,9293.0,Effective Giving & Careers,Grants,https://coefficientgiving.org/grants/ea-nigeria-community-building-projects/
grants-23584-0,23584,2024-11-15,2024,Albert Schweitzer Foundation,General Support,1745172.0,Farm Animal Welfare; Farm Animal Welfare in Europe,Grants,https://coefficientgiving.org/grants/albert-schweitzer-foundation-general-support-2024/
grants-25153-0,25153,2024-11-15,2024,Cambridge Biosecurity Hub,Biosecurity Course and Club Events,34653.0,Global Catastrophic Risks Opportunities,Grants,https://coefficientgiving.org/grants/cambridge-biosecurity-hub-biosecurity-course-and-club-events-november-2024/
grants-28264-0,28264,2024-11-17,2024,Tarbell Center for AI Journalism,General Support,816000.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/general-support-3/
grants-28774-0,28774,2024-11-17,2024,Sage,AI 2025 Forecasting Questions (Contract),7275.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/ai-2025-forecasting-questions/
grants-23185-0,23185,2024-11-18,2024,Council on Strategic Risks,"Biosecurity Fellowships, Policy, and General Operations",6530000.0,Biosecurity & Pandemic Preparedness,Grants,https://coefficientgiving.org/grants/council-on-strategic-risks-biosecurity-fellowships-policy-and-general-operations/
grants-23254-0,23254,2024-11-19,2024,FABRIC,General Support,582000.0,Global Catastrophic Risks Opportunities,Grants,https://coefficientgiving.org/grants/fabric-general-support-2024/
grants-23732-0,23732,2024-11-19,2024,Sherlock Biosciences,Operating Costs & STI Clinical Trial (Investment),1500000.0,Infectious Diseases; Science and Global Health R&D,Investments,https://coefficientgiving.org/grants/sherlock-biosciences-operating-costs-sti-clinical-trial/
grants-24891-0,24891,2024-11-19,2024,Global Challenges Project,General Support,496000.0,Global Catastrophic Risks Opportunities,Grants,https://coefficientgiving.org/grants/global-challenges-project-general-support-november-2024/
grants-25150-0,25150,2024-11-19,2024,Star Farm Pakistan,Broiler Chicken and Layer Hen Welfare,350000.0,Broiler Chicken Welfare; Farm Animal Welfare; Farm Animal Welfare in Asia,Grants,https://coefficientgiving.org/grants/star-farms-pakistan-broiler-chicken-and-layer-hen-welfare/
grants-25131-0,25131,2024-11-20,2024,Giving What We Can,General Support,2200000.0,Effective Giving & Careers,Grants,https://coefficientgiving.org/grants/giving-what-we-can-general-support-november-2024/
grants-25194-0,25194,2024-11-21,2024,Drugs & Diagnostics for Tropical Diseases,Rapid Diagnostic Tests,356000.0,Policy and Practice; Science and Global Health R&D,Grants,https://coefficientgiving.org/grants/drugs-diagnostics-for-tropical-diseases-rapid-diagnostic-tests/
grants-23729-0,23729,2024-11-24,2024,Fund for Global Talent Mobility,High-Skilled Immigration Grants (Predates Fund),1100000.0,Abundance & Growth; Innovation Policy,Grants,https://coefficientgiving.org/grants/fund-for-global-talent-mobility-high-skilled-immigration-grants-november-2024/
grants-23706-0,23706,2024-11-25,2024,University of Oxford,"AI Cybersecurity Project (Brianna Rosen, Ciaran Martin)",264666.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/university-of-oxford-ai-cybersecurity-project/
grants-25273-0,25273,2024-11-25,2024,UK Animal Law Foundation / Advocates for Animals,Farm Animal Welfare Legal Work,559977.0,Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/animal-law-foundation-farm-animal-welfare-legal-work-2024/
grants-25313-0,25313,2024-11-26,2024,Animal & Vegan Advocacy Summit,Conference Support,186000.0,Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/animal-vegan-advocacy-summit-conference-support-2024/
grants-23592-0,23592,2024-11-27,2024,Montreal SPCA,Farm Animal Welfare Advocacy,243829.0,Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/montreal-spca-farm-animal-welfare-advocacy/
grants-23988-0,23988,2024-11-27,2024,Cambridge AI Safety Hub,Operating Costs,589903.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/cambridge-ai-safety-hub-operating-costs/
grants-24907-0,24907,2024-11-27,2024,Centre for the Governance of AI,General Support,400000.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/govai-general-support-november-2024/
grants-24909-0,24909,2024-11-27,2024,Centre for the Governance of AI,General Support,600000.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/govai-general-support-november-2024-2/
grants-25315-0,25315,2024-11-27,2024,University of Warwick,Evidence-Based Policymaking,21490.0,Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/university-of-warwick-evidence-based-policymaking/
grants-34823-0,34823,2024-12-04,2024,Mirror Biology Dialogues Fund,Operating Costs,5300000.0,Biosecurity & Pandemic Preparedness,Grants,https://coefficientgiving.org/grants/operating-costs-2/
grants-24830-0,24830,2024-12-05,2024,Kainomyx,Antimalarial Drug (Investment),900000.0,Infectious Diseases; Science and Global Health R&D; Transformative Science,Investments,https://coefficientgiving.org/grants/kainomyx-antimalarial-drug-2025/
grants-25660-0,25660,2024-12-05,2024,Food Frontier,Promoting Plant-Based Meat Alternatives,505000.0,Alternatives to Animal Products; Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/food-frontier-promoting-plant-based-meat-alternatives/
grants-24608-0,24608,2024-12-09,2024,University of Oxford,Improved First-Generation Malaria Vaccine Development,4296130.0,Infectious Diseases; Science and Global Health R&D,Grants,https://coefficientgiving.org/grants/university-of-oxford-improved-first-generation-malaria-vaccine-development/
grants-24610-0,24610,2024-12-09,2024,University of Oxford,Malaria Vaccine Manufacturing,4703785.0,Infectious Diseases; Science and Global Health R&D,Grants,https://coefficientgiving.org/grants/university-of-oxford-malaria-vaccine-manufacturing/
grants-24624-0,24624,2024-12-09,2024,Stanford University,Research on Vaccine Durability,4000000.0,Infectious Diseases; Science and Global Health R&D; Transformative Science,Grants,https://coefficientgiving.org/grants/stanford-university-research-on-vaccine-durability/
grants-25300-0,25300,2024-12-09,2024,University of Ottawa,Institute for Replication,1005774.0,Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/university-of-ottawa-institute-for-replication-2024/
grants-25308-0,25308,2024-12-09,2024,Center for Policy and Animal Welfare,General Support,55000.0,Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/animal-welfare-economics-working-group-general-support/
grants-25644-0,25644,2024-12-10,2024,Cambridge Boston Alignment Initiative,Cybersecurity Bootcamp,42807.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/cambridge-boston-alignment-initiative-cybersecurity-bootcamp/
grants-24767-0,24767,2024-12-11,2024,Generation Pledge,General Support,1500000.0,Effective Giving & Careers,Grants,https://coefficientgiving.org/grants/generation-pledge-general-support/
grants-25302-0,25302,2024-12-11,2024,University of Texas at Austin,"AI Safety Research (Christian Tarsney, Brad Knox)",785000.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/university-of-texas-at-austin-ai-safety-research/
grants-25646-0,25646,2024-12-11,2024,Trajectory Labs,AI Safety Coworking Space,250087.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/trajectory-labs-ai-safety-coworking-space/
grants-25648-0,25648,2024-12-11,2024,Daniel Kang,Research on AI Benchmarks,725000.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/daniel-kang-research-on-ai-benchmarks/
grants-36822-0,36822,2024-12-11,2024,Clinton Health Access Initiative,Program Performance Team,5104824.0,Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/program-performance-team/
grants-23734-0,23734,2024-12-13,2024,Good Ancestors Policy,Global Catastrophic Risks Advocacy,580236.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/good-ancestors-policy-global-catastrophic-risks-advocacy/
grants-25304-0,25304,2024-12-13,2024,Rethink Priorities,Fish Welfare Conference,42054.0,Farm Animal Welfare; Fish Welfare,Grants,https://coefficientgiving.org/grants/rethink-priorities-fish-welfare-conference/
grants-26228-0,26228,2024-12-13,2024,Legal Impact for Chickens,Farm Animal Welfare Litigation,300000.0,Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/legal-impact-for-chickens-farm-animal-welfare-litigation-2024/
grants-25705-0,25705,2024-12-17,2024,Future Impact Group,Research Mentorship Program,219133.0,Global Catastrophic Risks Opportunities,Grants,https://coefficientgiving.org/grants/future-impact-group-research-mentorship-program/
grants-37587-0,37587,2024-12-17,2024,Centre for British Progress,General Support,1000000.0,Abundance & Growth,Grants,https://coefficientgiving.org/grants/general-support-42/
grants-25269-0,25269,2024-12-18,2024,Animal & Vegan Advocacy Summit,General Support,550000.0,Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/animal-vegan-advocacy-summit-general-support/
grants-25271-0,25271,2024-12-18,2024,Advocates for Animals,Farm Animal Welfare Legal Work,550000.0,Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/advocates-for-animals-farm-animal-welfare-legal-work-2024/
grants-25662-0,25662,2024-12-18,2024,GiveWell,General Support,5058549.0,Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/givewell-general-support-2024/
grants-25401-0,25401,2024-12-19,2024,MATS Research,AI Safety Research Expenses,660000.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/mats-research-ai-safety-research-expenses/
grants-23586-0,23586,2024-12-20,2024,World Animal Protection,Farm Animal Welfare in Asia,600000.0,Farm Animal Welfare; Farm Animal Welfare in Asia,Grants,https://coefficientgiving.org/grants/world-animal-protection-farm-animal-welfare-in-asia-2024/
grants-23984-0,23984,2024-12-20,2024,Esade,Course Buyouts (Predates Fund),135000.0,Abundance & Growth; Innovation Policy,Grants,https://coefficientgiving.org/grants/esade-course-buyouts/
grants-24673-0,24673,2024-12-20,2024,Janaagraha,Air Quality Grants Assessment,194920.0,Air Quality,Grants,https://coefficientgiving.org/grants/janaagraha-air-quality-grants-assessment/
grants-24714-0,24714,2024-12-20,2024,The Centre for Economic Policy Research,Macroeconomic Impacts of Cash Transfers,125210.0,Forecasting,Grants,https://coefficientgiving.org/grants/the-centre-for-economic-policy-research-macroeconomic-impacts-of-cash-transfers/
grants-24835-0,24835,2024-12-20,2024,Edward Schram,R&D on Humane Wild Fish Capture,176395.0,Farm Animal Welfare; Fish Welfare,Grants,https://coefficientgiving.org/grants/nederlandse-vissersbond-rd-on-humane-wild-fish-capture/
grants-24967-0,24967,2024-12-20,2024,fair-fish international association,General Support,518430.0,Farm Animal Welfare; Fish Welfare,Grants,https://coefficientgiving.org/grants/fair-fish-international-association-general-support-2024/
grants-25306-0,25306,2024-12-20,2024,A World of Good Initiative,Animal Welfare Forum in Asia,156000.0,Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/a-world-of-good-initiative-animal-welfare-in-asia/
grants-25694-0,25694,2024-12-21,2024,Faunalytics,Farm Animal Welfare Datasets,35000.0,Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/faunalytics-farm-animal-welfare-datasets/
grants-25404-0,25404,2024-12-24,2024,National Academy of Sciences,Future of Biomedical Databases Study,75000.0,Policy and Practice; Science and Global Health R&D,Grants,https://coefficientgiving.org/grants/national-academy-of-sciences-future-of-biomedical-databases-study/
grants-38337-0,38337,2025-01-01,2025,Albert Schweitzer Foundation,General Support,1903824.0,Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/general-support-39/
grants-37021-0,37021,2025-01-03,2025,Pahle India Foundation,Lead Exposure Research and Convening,267878.0,Lead Exposure Action Fund,Grants,https://coefficientgiving.org/grants/lead-exposure-research-and-convening/
grants-24626-0,24626,2025-01-07,2025,Massachusetts Institute of Technology,AI Trends and Impacts Research (Neil Thompson),3600000.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/massachusetts-institute-of-technology-ai-trends-and-impacts-research-2025/
grants-25220-0,25220,2025-01-07,2025,Bipartisan Commission on Biodefense,General Support,2005867.0,Biosecurity & Pandemic Preparedness,Grants,https://coefficientgiving.org/grants/bipartisan-commission-on-biodefense-general-support-2024/
grants-25677-0,25677,2025-01-07,2025,Effektiv Spenden,Berlin Coworking Space,109000.0,Global Catastrophic Risks Opportunities,Grants,https://coefficientgiving.org/grants/effektiv-spenden-berlin-coworking-space/
grants-25311-0,25311,2025-01-08,2025,Good Impressions,Pro Bono Global Health Campaigns,130000.0,Effective Giving & Careers,Grants,https://coefficientgiving.org/grants/good-impressions-pro-bono-marketing/
grants-26449-0,26449,2025-01-08,2025,Tlön,Translation Work,653072.0,Global Catastrophic Risks Opportunities,Grants,https://coefficientgiving.org/grants/tlon-translation-work/
grants-24844-0,24844,2025-01-09,2025,ERA,AI Fellowships,2505245.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/era-ai-fellowships-2025/
grants-23664-0,23664,2025-01-10,2025,Animal Welfare Observatory,Farm Animal Welfare Campaigns,1312631.0,Farm Animal Welfare; Farm Animal Welfare in Europe,Grants,https://coefficientgiving.org/grants/animal-welfare-observatory-farm-animal-welfare-campaigns/
grants-24741-0,24741,2025-01-10,2025,High Impact Professionals,General Support,251110.0,Effective Giving & Careers,Grants,https://coefficientgiving.org/grants/high-impact-professionals-general-support-2025/
grants-26023-0,26023,2025-01-10,2025,ML4Good,AI Safety Bootcamps,140382.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/ml4good-ai-safety-bootcamps/
grants-25711-0,25711,2025-01-14,2025,Hive,General Support,250000.0,Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/hive-general-support-2025/
grants-28323-0,28323,2025-01-15,2025,Innovation Growth Lab,General Support,1000000.0,Abundance & Growth; Innovation Policy,Grants,https://coefficientgiving.org/grants/general-support-5/
grants-24012-0,24012,2025-01-16,2025,Training for Good,Operating Costs and EU Tech Policy Fellowship,461069.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/training-for-good-operating-costs-and-eu-tech-policy-fellowship/
grants-24605-0,24605,2025-01-17,2025,Asociación para el Rescate y Bienestar de los Animales,Farm Animal Welfare in Peru,300000.0,Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/asociacion-para-el-rescate-y-bienestar-de-los-animales-farm-animal-welfare-in-peru-2025/
grants-25406-0,25406,2025-01-17,2025,Timaeus Research,Operating Expenses,2049000.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/timaeus-operating-expenses/
grants-25664-0,25664,2025-01-17,2025,Apart Research,AI Alignment Hackathons,161280.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/apart-research-ai-alignment-hackathons-2025/
grants-24119-0,24119,2025-01-21,2025,Effective Altruism Funds,Operating Expenses,602000.0,Global Catastrophic Risks Opportunities,Grants,https://coefficientgiving.org/grants/ea-funds-operating-expenses-2025/
grants-24595-0,24595,2025-01-21,2025,Animal Nepal,Advocacy for Poultry and Buffalo Welfare (Exit Grant),55000.0,Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/animal-nepal-exit-grant/
grants-25741-0,25741,2025-01-21,2025,The Pollination Project,Movement Building,220000.0,Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/the-pollination-project-movement-building-2025/
grants-25970-0,25970,2025-01-21,2025,Ge Effektivt,General Support,95500.0,Effective Giving & Careers,Grants,https://coefficientgiving.org/grants/ge-effektivt-general-support-2025/
grants-25637-0,25637,2025-01-22,2025,Southern African Faith Communities’ Environment Institute,Cage-free Campaigns,200000.0,Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/southern-african-faith-communities-environment-institute-cage-free-campaigns/
grants-25714-0,25714,2025-01-22,2025,Asothia,Funding Opportunity Tool,14472.0,Abundance & Growth; Innovation Policy,Grants,https://coefficientgiving.org/grants/asothia-funding-opportunity-tool/
grants-25733-0,25733,2025-01-22,2025,International Institute for Strategic Studies,Forecasting Session,33000.0,Forecasting,Grants,https://coefficientgiving.org/grants/international-institute-for-strategic-studies-forecasting-session/
grants-26138-0,26138,2025-01-22,2025,Oregon Health and Science University,Nanobody Discovery for Malaria Prevention,385480.0,Infectious Diseases; Science and Global Health R&D; Transformative Science,Grants,https://coefficientgiving.org/grants/oregon-health-science-university-nanobody-discovery-for-malaria-prevention/
grants-23693-0,23693,2025-01-23,2025,Alignment Research Engineer Accelerator,AI Safety Technical Program,1000000.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/alignment-research-engineer-accelerator-ai-safety-technical-program-2025/
grants-24096-0,24096,2025-01-24,2025,Sai Uttej,Exploratory Work on Indian Social Welfare Policy,8500.0,Effective Giving & Careers,Grants,https://coefficientgiving.org/grants/sai-uttej-exploratory-work-on-indian-social-welfare-policy/
grants-24098-0,24098,2025-01-24,2025,Haindavi Kandarpa,Exploratory Work on Indian Social Welfare Policy,8500.0,Effective Giving & Careers,Grants,https://coefficientgiving.org/grants/haindavi-kandarpa-exploratory-work-on-indian-social-welfare-policy/
grants-24143-0,24143,2025-01-24,2025,Compassion in World Farming,Broiler Chicken Welfare and Efforts to End Cages and Crates,3381985.0,Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/compassion-in-world-farming-broiler-chicken-welfare-and-efforts-to-end-cages-and-crates-2025/
grants-25699-0,25699,2025-01-28,2025,Nova School of Business and Economics,Study on Development Interventions,45000.0,Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/nova-school-of-business-and-economics-study-on-development-interventions/
grants-25716-0,25716,2025-01-28,2025,University of Ottawa,Prof. Abel Brodeur Research Chairship,69588.0,Abundance & Growth; Innovation Policy,Grants,https://coefficientgiving.org/grants/university-of-ottawa-research-chairship/
grants-25816-0,25816,2025-01-28,2025,Telethon Kids Institute,Malaria Vaccine Stakeholder Engagement Meeting,55000.0,Infectious Diseases; Science and Global Health R&D,Grants,https://coefficientgiving.org/grants/kids-research-institute-australia-malaria-vaccine-stakeholder-engagement-meeting/
grants-24730-0,24730,2025-01-29,2025,Berkeley Existential Risk Initiative,InterACT Lab (Anca Dragan),59400.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/berkeley-existential-risk-initiative-interact-lab/
grants-24762-0,24762,2025-01-29,2025,Zipline,Scoping Grant for Vaccine Delivery,54620.0,Global Health & Wellbeing Opportunities,Grants,https://coefficientgiving.org/grants/zipline-scoping-grant-for-vaccine-delivery/
grants-26195-0,26195,2025-01-29,2025,The Humane League,General Support,10000000.0,Farm Animal Welfare,Grants,https://coefficientgiving.org/grants/the-humane-league-general-support-2025/
grants-24598-0,24598,2025-01-30,2025,Oxford AI Safety Initiative,Office Access,18309.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/oxford-ai-safety-initiative-office-access/
grants-24677-0,24677,2025-01-30,2025,Indian Institute of Technology Delhi,Truck Emissions Research,163291.0,Air Quality,Grants,https://coefficientgiving.org/grants/indian-institute-of-technology-delhi-truck-emissions-research/
grants-25701-0,25701,2025-01-30,2025,"University of California, Berkeley",AI Red-teaming Bootcamp (Andrew Reddie),100000.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/uc-berkeley-ai-red-teaming-bootcamp/
grants-24719-0,24719,2025-02-04,2025,"University of California, Berkeley",InterACT Lab (Anca Dragan),775000.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/uc-berkeley-interact-lab/
grants-24739-0,24739,2025-02-04,2025,Stanford University,H5N1 Testing Scale-up,100000.0,Infectious Diseases; Science and Global Health R&D,Grants,https://coefficientgiving.org/grants/stanford-university-h5n1-testing-scale-up/
grants-26048-0,26048,2025-02-04,2025,TropIQ Health Sciences,Antimalarial Bednet Drug Screening,540568.0,Infectious Diseases; Science and Global Health R&D,Grants,https://coefficientgiving.org/grants/tropiq-health-sciences-antimalarial-bednet-drug-screening/
grants-25709-0,25709,2025-02-05,2025,Lancefield Society,Strep A Conference,38052.0,Infectious Diseases; Policy and Practice; Science and Global Health R&D,Grants,https://coefficientgiving.org/grants/the-lancefield-society-strep-a-conference-support/
grants-26079-0,26079,2025-02-05,2025,International Rescue Committee,Costing Analysis,159460.0,Global Aid Policy,Grants,https://coefficientgiving.org/grants/international-rescue-committee-costing-analysis/
grants-26088-0,26088,2025-02-05,2025,Epoch,General Support,4132488.0,Navigating Transformative AI,Grants,https://coefficientgiving.org/grants/epoch-ai-general-support-2025/
